地块ID,果树品种,病虫害类型,风险等级,THI_温湿胁迫,BTM_生物威胁动量,PRI_抗药性预警,平均气温,相对湿度,降水量,日照时数,土壤湿度,风速,近7天病株数,近7天虫口密度,近30天用药次数,LWI_光水滋养,风险概率_等级0,风险概率_等级1,风险概率_等级2,预测风险等级,预测风险标签,最大风险概率,风险等级编码,BTM_raw,POSI,POSI_病株,POSI_日照,POSI_降水,POSI_虫口,POSI_湿度,POSI_PRI,POSI_LWI,在防治窗口内
F82,梨,0,低,1379.4,0.6,0.3,20.9,66,2.9,7.5,26,1.0,0,0.6,1,21.75,0.9716210565993083,0.019040284644838312,0.00933865875585349,0,低,0.9716210565993083,0,0.6,0.40550847927498257,0.07585818002124355,1.0,1.0,0.09975048911968513,0.835270211411272,0.7692307692307692,1.0,False
F83,柑橘,1,中,1807.5,5.2,1.73,24.1,75,11.6,5.5,31,1.6,2,3.2,2,63.8,0.050328102107454545,0.9077399554774812,0.04193194241506424,1,中,0.9077399554774812,1,5.2,0.44869827619397984,0.18242552380635635,0.9166666666666666,1.0,0.28905049737499605,1.0,0.3663003663003663,0.9166666666666666,False
F84,桃,0,低,1611.7,1.8,0.9,22.7,71,7.4,6.7,29,1.3,0,1.8,1,49.58,0.9716210565993083,0.019040284644838312,0.00933865875585349,0,低,0.9716210565993083,0,1.8,0.3993398777134706,0.07585818002124355,1.0,1.0,0.16798161486607552,0.9650691177896804,0.5263157894736842,1.0,False
F85,苹果,3,高,2310.0,14.1,2.82,27.5,84,21.6,3.6,37,2.3,7,7.1,4,77.76,0.010032899151564308,0.021543992714032626,0.968423108134403,2,高,0.968423108134403,2,14.1,0.7086245190501229,0.7310585786300049,0.6000000000000001,0.8114285714285714,0.7407748991821539,0.835270211411272,0.2617801047120419,0.6000000000000001,True
F86,梨,1,低,1739.0,3.5,1.17,23.5,74,9.5,6.1,30,1.5,1,2.5,2,57.95,0.9690965322103248,0.021469772262334038,0.009433695527341175,0,低,0.9690965322103248,0,3.5,0.4248067588942655,0.11920292202211755,1.0,1.0,0.22270013882530884,0.9977802450856064,0.4608294930875576,1.0,False
F87,柑橘,2,中,1981.2,7.6,2.53,25.4,78,15.1,4.7,33,1.9,3,4.6,2,70.97,0.013059312332769026,0.9740154027006936,0.01292528496653741,1,中,0.9740154027006936,1,7.6,0.4794190047812773,0.2689414213699951,0.7833333333333333,0.9971428571428571,0.45016600268752205,0.9801986733067553,0.28328611898017,0.7833333333333333,False
F88,桃,0,低,1448.4,0.8,0.4,21.3,68,4.4,7.2,27,1.1,0,0.8,1,31.68,0.9716210565993083,0.019040284644838312,0.00933865875585349,0,低,0.9716210565993083,0,0.8,0.40508861282482783,0.07585818002124355,1.0,1.0,0.10909682119561294,0.8968300597468688,0.7142857142857143,1.0,False
F89,苹果,3,高,2197.6,12.5,3.12,26.8,82,19.3,4.0,36,2.2,6,6.5,3,77.2,0.00990652879257998,0.023331489781429383,0.9667619814259906,2,高,0.9667619814259906,2,12.5,0.6614416765176808,0.6224593312018546,0.6666666666666667,0.8771428571428571,0.679178699175393,0.8968300597468688,0.24271844660194175,0.6666666666666667,True
F90,梨,2,中,1862.0,5.5,1.83,24.5,76,12.5,5.2,32,1.7,2,3.5,2,65.0,0.013020234789771302,0.9741268629958845,0.012852902214344196,1,中,0.9741268629958845,1,5.5,0.4409430819176539,0.18242552380635635,0.8666666666666667,1.0,0.320821300824607,0.9977802450856064,0.35335689045936397,0.8666666666666667,False
F91,柑橘,0,低,1299.2,0.2,0.1,20.3,64,2.0,8.0,25,0.8,0,0.2,1,16.0,0.9630526148919965,0.02777063676201102,0.009176748345992313,0,低,0.9630526148919965,0,0.2,0.40917234258822227,0.07585818002124355,1.0,1.0,0.08317269649392238,0.7642281651714904,0.9090909090909091,1.0,False
F92,桃,1,低,1670.4,3.4,1.13,23.2,72,8.5,6.2,30,1.4,1,2.4,2,52.7,0.9690965322103248,0.021469772262334038,0.009433695527341175,0,低,0.9690965322103248,0,3.4,0.42463385598879655,0.11920292202211755,1.0,1.0,0.2141650169574414,0.9801986733067553,0.4694835680751174,1.0,False
F93,苹果,3,高,2479.5,18.8,3.13,28.5,87,24.0,3.1,40,2.6,10,8.8,5,74.4,0.009929617984807609,0.021055163991916082,0.9690152180232763,2,高,0.9690152180232763,2,18.8,0.802936723579633,0.9241418199787566,0.5166666666666666,0.7428571428571429,0.8698915256370021,0.7261490370736909,0.24213075060532688,0.5166666666666666,True
F94,梨,0,低,1561.0,1.2,0.6,22.3,70,6.2,7.0,28,1.2,0,1.2,1,43.4,0.9710499491592148,0.01969709739148455,0.009252953449300478,0,低,0.9710499491592148,0,1.2,0.40286424394974846,0.07585818002124355,1.0,1.0,0.13010847436299786,0.9459594689067654,0.625,1.0,False
F95,柑橘,2,中,2080.0,10.9,2.72,26.0,80,17.3,4.2,35,2.0,5,5.9,3,72.66,0.013095011726040122,0.9737464983364927,0.01315848993746701,1,中,0.9737464983364927,1,10.9,0.6009454515564421,0.5,0.7,0.9342857142857143,0.610639233949222,0.9459594689067654,0.26881720430107525,0.7,True
F96,桃,2,中,1940.4,7.5,2.5,25.2,77,14.0,4.9,33,1.8,3,4.5,2,68.6,0.01309983137993964,0.9741048883254468,0.012795280294613444,1,中,0.9741048883254468,1,7.5,0.485068687791104,0.2689414213699951,0.8166666666666668,1.0,0.43782349911420193,0.9911505004882849,0.2857142857142857,0.8166666666666668,False
F97,苹果,0,低,1413.7,0.5,0.25,21.1,67,3.4,7.7,26,1.0,0,0.5,1,26.18,0.971064135368376,0.019539389075425823,0.009396475556198127,0,低,0.971064135368376,0,0.5,0.4077622561215023,0.07585818002124355,1.0,1.0,0.09534946489910949,0.8674284731834108,0.8,1.0,False
F98,梨,3,高,2241.0,12.9,3.22,27.0,83,20.5,3.9,37,2.2,6,6.9,3,79.95,0.009934758223496033,0.020133621144387954,0.969931620632116,2,高,0.969931620632116,2,12.9,0.6525254925741218,0.6224593312018546,0.6499999999999999,0.8428571428571429,0.7211151780228631,0.8674284731834108,0.23696682464454974,0.6499999999999999,True
F99,柑橘,1,低,1671.7,3.8,1.27,22.9,73,9.2,5.7,30,1.5,1,2.8,2,52.44,0.9625160692319071,0.028170170340153008,0.00931376042793976,0,低,0.9625160692319071,0,3.8,0.4166118969528353,0.11920292202211755,0.9500000000000001,1.0,0.24973989440488234,0.9911505004882849,0.44052863436123346,0.9500000000000001,False
F100,桃,1,低,1852.5,4.1,1.37,24.7,75,11.0,5.7,31,1.6,1,3.1,2,62.7,0.9690965322103248,0.021469772262334038,0.009433695527341175,0,低,0.9690965322103248,0,4.1,0.4161075381195351,0.11920292202211755,0.9500000000000001,1.0,0.27888482197713693,1.0,0.42194092827004215,0.9500000000000001,False
F101,苹果,1,中,1808.8,5.4,1.8,23.8,76,11.5,5.4,31,1.7,2,3.4,2,62.1,0.058175198210222205,0.8904166661468912,0.0514081356428865,1,中,0.8904166661468912,1,5.4,0.44586716909261886,0.18242552380635635,0.9,1.0,0.31002551887238755,0.9977802450856064,0.35714285714285715,0.9,False
F102,梨,3,高,2122.2,11.2,2.8,26.2,81,18.5,4.1,35,2.1,5,6.2,3,75.85,0.013595181917553257,0.04451723590433039,0.9418875821781164,2,高,0.9418875821781164,2,11.2,0.5922316655288975,0.5,0.6833333333333333,0.9,0.6456563062257954,0.9231163463866358,0.2631578947368421,0.6833333333333333,True
F103,柑橘,0,低,1353.0,0.4,0.2,20.5,66,2.7,7.8,26,1.0,0,0.4,1,21.06,0.9675896361944242,0.022924067273381938,0.009486296532193964,0,低,0.9675896361944242,0,0.4,0.40817417660018607,0.07585818002124355,1.0,1.0,0.09112296101485616,0.835270211411272,0.8333333333333334,1.0,False
F104,桃,0,低,1597.5,1.6,0.8,22.5,71,7.6,6.6,29,1.3,0,1.6,1,50.16,0.9716210565993083,0.019040284644838312,0.00933865875585349,0,低,0.9716210565993083,0,1.6,0.40055562656648436,0.07585818002124355,1.0,1.0,0.1544652650835347,0.9650691177896804,0.5555555555555556,1.0,False
F105,苹果,2,中,2030.3,8.8,2.2,25.7,79,15.5,4.6,34,1.9,4,4.8,3,71.3,0.013256745924178776,0.9735708728883191,0.013172381187502066,1,中,0.9735708728883191,1,8.8,0.5441359975313267,0.3775406687981454,0.7666666666666666,0.9857142857142858,0.47502081252106,0.9650691177896804,0.3125,0.7666666666666666,False
F106,梨,1,低,1776.0,3.6,1.2,24.0,74,9.7,6.0,30,1.5,1,2.6,2,58.2,0.9690965322103248,0.021469772262334038,0.009433695527341175,0,低,0.9690965322103248,0,3.6,0.4245455895842906,0.11920292202211755,1.0,1.0,0.23147521650098238,0.9977802450856064,0.45454545454545453,1.0,False
F107,柑橘,3,高,2284.8,14.4,2.88,27.2,84,21.0,3.7,37,2.3,7,7.4,4,77.7,0.009982185791378446,0.0264898006179999,0.9635280135906217,2,高,0.9635280135906217,2,14.4,0.7135419381130121,0.7310585786300049,0.6166666666666667,0.8285714285714285,0.7685247834990178,0.835270211411272,0.2577319587628866,0.6166666666666667,True
F108,桃,0,低,1490.4,1.1,0.55,21.6,69,5.0,7.1,28,1.2,0,1.1,1,35.5,0.971064135368376,0.019539389075425823,0.009396475556198127,0,低,0.971064135368376,0,1.1,0.40301055308235145,0.07585818002124355,1.0,1.0,0.12455335818741645,0.9231163463866358,0.6451612903225806,1.0,False
F109,苹果,3,高,2388.5,16.0,3.2,28.1,85,22.8,3.4,38,2.4,8,8.0,4,77.52,0.009934758223496033,0.020133621144387954,0.969931620632116,2,高,0.969931620632116,2,16.0,0.7507118988134417,0.8175744761936437,0.5666666666666667,0.7771428571428571,0.8175744761936437,0.8007374029168081,0.23809523809523808,0.5666666666666667,True
F110,梨,1,低,1663.2,3.1,1.03,23.1,72,8.2,6.3,29,1.4,1,2.1,2,51.66,0.9680561988741665,0.022452930390108063,0.009490870735725432,0,低,0.9680561988741665,0,3.1,0.4255951980217213,0.11920292202211755,1.0,1.0,0.19000156601531298,0.9801986733067553,0.4926108374384236,1.0,False
F111,柑橘,2,中,1973.4,7.4,2.47,25.3,78,14.4,4.8,33,1.8,3,4.4,2,69.12,0.012730971882351444,0.9747100667240115,0.01255896139363709,1,中,0.9747100667240115,1,7.4,0.48245596815353675,0.2689414213699951,0.7999999999999999,1.0,0.4255574831883411,0.9801986733067553,0.2881844380403458,0.7999999999999999,False
F112,桃,0,低,1352.0,0.3,0.15,20.8,65,2.3,7.9,25,0.9,0,0.3,1,18.17,0.9710499491592148,0.01969709739148455,0.009252953449300478,0,低,0.9710499491592148,0,0.3,0.40863470583806494,0.07585818002124355,1.0,1.0,0.08706577244027125,0.8007374029168081,0.8695652173913044,1.0,False
F113,苹果,1,低,1830.0,3.9,1.3,24.4,75,10.9,5.6,31,1.6,1,2.9,2,61.04,0.9705535565984498,0.020198219984171657,0.009248223417378522,0,低,0.9705535565984498,0,3.9,0.41425779237423876,0.11920292202211755,0.9333333333333332,1.0,0.259225100817846,1.0,0.4347826086956522,0.9333333333333332,False
F114,梨,3,高,2274.2,13.0,3.25,27.4,83,20.8,3.8,37,2.2,6,7.0,3,79.04,0.009934758223496033,0.020133621144387954,0.969931620632116,2,高,0.969931620632116,2,13.0,0.6487217877255941,0.6224593312018546,0.6333333333333333,0.8342857142857143,0.7310585786300049,0.8674284731834108,0.23529411764705882,0.6333333333333333,True
F115,柑橘,0,低,1547.0,1.5,0.75,22.1,70,6.9,6.8,28,1.2,0,1.5,1,46.92,0.9630526148919965,0.02777063676201102,0.009176748345992313,0,低,0.9630526148919965,0,1.5,0.40063668782442396,0.07585818002124355,1.0,1.0,0.14804719803168948,0.9459594689067654,0.5714285714285714,1.0,False
F116,桃,2,中,2104.0,10.7,2.68,26.3,80,17.2,4.2,35,2.0,5,5.7,3,72.24,0.013059312332769026,0.9740154027006936,0.01292528496653741,1,中,0.9740154027006936,1,10.7,0.6015168105261932,0.5,0.7,0.9371428571428572,0.5866175789173301,0.9459594689067654,0.2717391304347826,0.7,True
F117,苹果,0,低,1482.4,0.9,0.45,21.8,68,4.7,7.3,27,1.1,0,0.9,1,34.31,0.9706242846179829,0.019859667006955208,0.009516048375062038,0,低,0.9706242846179829,0,0.9,0.4040643861188754,0.07585818002124355,1.0,1.0,0.11405238127979088,0.8968300597468688,0.6896551724137931,1.0,False
F118,梨,2,中,1932.7,5.8,1.93,25.1,77,13.5,5.0,32,1.7,2,3.8,2,67.5,0.013256745924178776,0.9735708728883191,0.013172381187502066,1,中,0.9735708728883191,1,5.8,0.43547448435013275,0.18242552380635635,0.8333333333333334,1.0,0.35434369377420455,0.9911505004882849,0.3412969283276451,0.8333333333333334,False
F119,柑橘,1,低,1708.2,3.5,1.17,23.4,73,9.0,5.9,30,1.5,1,2.5,2,53.1,0.9625160692319071,0.028170170340153008,0.00931376042793976,0,低,0.9625160692319071,0,3.5,0.42222248571186827,0.11920292202211755,0.9833333333333334,1.0,0.22270013882530884,0.9911505004882849,0.4608294930875576,0.9833333333333334,False
F120,桃,3,高,2442.4,17.4,3.48,28.4,86,23.4,3.2,39,2.5,9,8.4,4,74.88,0.010043930495380033,0.02165666774161575,0.9682994017630043,2,高,0.9682994017630043,2,17.4,0.7811901860957874,0.8807970779778823,0.5333333333333334,0.76,0.8455347349164652,0.7642281651714904,0.2232142857142857,0.5333333333333334,True
F121,苹果,2,中,2146.5,11.3,2.82,26.5,81,18.3,4.0,36,2.1,5,6.3,3,73.2,0.013848461026934752,0.9339435821626854,0.052207956810379826,1,中,0.9339435821626854,1,11.3,0.5906917674056865,0.5,0.6666666666666667,0.9057142857142857,0.6570104626734988,0.9231163463866358,0.2617801047120419,0.6666666666666667,True
F122,梨,0,低,1366.2,0.7,0.35,20.7,66,3.0,7.6,26,1.0,0,0.7,1,22.8,0.9716210565993083,0.019040284644838312,0.00933865875585349,0,低,0.9716210565993083,0,0.7,0.4043237391826342,0.07585818002124355,1.0,1.0,0.10433122311900131,0.835270211411272,0.7407407407407407,1.0,False
F123,柑橘,1,中,1815.0,5.3,1.77,24.2,75,11.8,5.4,31,1.6,2,3.3,2,63.72,0.04441092300377599,0.9117781980928301,0.0438108789033939,1,中,0.9117781980928301,1,5.3,0.4460950739751276,0.18242552380635635,0.9,1.0,0.29943285752602705,1.0,0.36101083032490977,0.9,False
F124,桃,0,低,1618.8,1.9,0.95,22.8,71,7.9,6.5,29,1.3,0,1.9,1,51.35,0.9716210565993083,0.019040284644838312,0.00933865875585349,0,低,0.9716210565993083,0,1.9,0.3987787794291071,0.07585818002124355,1.0,1.0,0.1750862681640398,0.9650691177896804,0.5128205128205129,1.0,False
F125,苹果,3,高,2326.8,14.5,2.9,27.7,84,21.3,3.6,37,2.3,7,7.5,4,76.68,0.010032899151564308,0.021543992714032626,0.968423108134403,2,高,0.968423108134403,2,14.5,0.7097528083064385,0.7310585786300049,0.6000000000000001,0.82,0.7772998611746911,0.835270211411272,0.25641025641025644,0.6000000000000001,True
F126,梨,1,低,1746.4,3.3,1.1,23.6,74,9.2,6.1,30,1.5,1,2.3,2,56.12,0.9690768260461342,0.021608968868268665,0.009314205085597035,0,低,0.9690768260461342,0,3.3,0.425445261140195,0.11920292202211755,1.0,1.0,0.20587037180094733,0.9977802450856064,0.47619047619047616,1.0,False
F127,柑橘,2,中,1989.0,7.7,2.57,25.5,78,15.4,4.7,33,1.9,3,4.7,2,72.38,0.013020234789771302,0.9741268629958845,0.012852902214344196,1,中,0.9741268629958845,1,7.7,0.47793633144544834,0.2689414213699951,0.7833333333333333,0.9885714285714285,0.46257015465625045,0.9801986733067553,0.2801120448179272,0.7833333333333333,False
F128,桃,0,低,1455.2,0.8,0.4,21.4,68,4.3,7.4,27,1.1,0,0.8,1,31.82,0.9705424740498053,0.020009754864216727,0.009447771085978034,0,低,0.9705424740498053,0,0.8,0.40508861282482783,0.07585818002124355,1.0,1.0,0.10909682119561294,0.8968300597468688,0.7142857142857143,1.0,False
F129,苹果,3,高,2205.8,12.6,3.15,26.9,82,19.6,4.0,36,2.2,6,6.6,3,78.4,0.00990652879257998,0.023331489781429383,0.9667619814259906,2,高,0.9667619814259906,2,12.6,0.6600180050990416,0.6224593312018546,0.6666666666666667,0.8685714285714285,0.6899744811276125,0.8968300597468688,0.24096385542168672,0.6666666666666667,True
F130,梨,2,中,1869.6,5.6,1.87,24.6,76,12.3,5.3,32,1.7,2,3.6,2,65.19,0.012730971882351444,0.9747100667240115,0.01255896139363709,1,中,0.9747100667240115,1,5.6,0.44312190329683737,0.18242552380635635,0.8833333333333333,1.0,0.3318122278318339,0.9977802450856064,0.3484320557491289,0.8833333333333333,False
F131,柑橘,0,低,1292.8,0.2,0.1,20.2,64,2.2,8.0,25,0.8,0,0.2,1,17.6,0.9658613564573703,0.024792512534315695,0.009346131008314043,0,低,0.9658613564573703,0,0.2,0.40917234258822227,0.07585818002124355,1.0,1.0,0.08317269649392238,0.7642281651714904,0.9090909090909091,1.0,False
F132,桃,1,低,1677.6,3.4,1.13,23.3,72,8.7,6.2,30,1.4,1,2.4,2,53.94,0.9690965322103248,0.021469772262334038,0.009433695527341175,0,低,0.9690965322103248,0,3.4,0.42463385598879655,0.11920292202211755,1.0,1.0,0.2141650169574414,0.9801986733067553,0.4694835680751174,1.0,False
F133,苹果,3,高,2488.2,19.0,3.17,28.6,87,24.2,3.1,40,2.6,10,9.0,5,75.02,0.009934758223496033,0.020133621144387954,0.969931620632116,2,高,0.969931620632116,2,19.0,0.8019397353192679,0.9241418199787566,0.5166666666666666,0.7371428571428571,0.8807970779778823,0.7261490370736909,0.23980815347721823,0.5166666666666666,True
F134,梨,0,低,1568.0,1.3,0.65,22.4,70,6.5,7.0,28,1.2,0,1.3,1,45.5,0.9710499491592148,0.01969709739148455,0.009252953449300478,0,低,0.9710499491592148,0,1.3,0.40207671306037185,0.07585818002124355,1.0,1.0,0.13587289700909427,0.9459594689067654,0.6060606060606061,1.0,False
F135,柑橘,2,中,2088.0,11.0,2.75,26.1,80,17.5,4.2,35,2.0,5,6.0,3,73.5,0.013256745924178776,0.9735708728883191,0.013172381187502066,1,中,0.9735708728883191,1,11.0,0.5999556363050719,0.5,0.7,0.9285714285714286,0.6224593312018546,0.9459594689067654,0.26666666666666666,0.7,True
F136,桃,2,中,1955.8,7.6,2.53,25.4,77,14.3,4.9,33,1.8,3,4.6,2,70.07,0.013059312332769026,0.9740154027006936,0.01292528496653741,1,中,0.9740154027006936,1,7.6,0.48496794260320863,0.2689414213699951,0.8166666666666668,1.0,0.45016600268752205,0.9911505004882849,0.28328611898017,0.8166666666666668,False
F137,苹果,0,低,1420.4,0.7,0.35,21.2,67,3.6,7.7,26,1.0,0,0.7,1,27.72,0.9716210565993083,0.019040284644838312,0.00933865875585349,0,低,0.9716210565993083,0,0.7,0.405297986282584,0.07585818002124355,1.0,1.0,0.10433122311900131,0.8674284731834108,0.7407407407407407,1.0,False
F138,梨,3,高,2249.3,13.1,3.28,27.1,83,20.6,3.9,37,2.2,6,7.1,3,80.34,0.010036954609378543,0.021148485194153376,0.968814560196468,2,高,0.968814560196468,2,13.1,0.6519374135811205,0.6224593312018546,0.6499999999999999,0.84,0.7407748991821539,0.8674284731834108,0.23364485981308414,0.6499999999999999,True
F139,柑橘,1,低,1671.7,3.7,1.23,22.9,73,9.3,5.7,30,1.5,1,2.7,2,53.01,0.9627856411543949,0.027960620984832905,0.0092537378607722,0,低,0.9627856411543949,0,3.7,0.4169403381912303,0.11920292202211755,0.9500000000000001,1.0,0.24048908305088898,0.9911505004882849,0.4484304932735426,0.9500000000000001,False
F140,桃,1,低,1860.0,4.2,1.4,24.8,75,11.2,5.6,31,1.6,1,3.2,2,62.72,0.9664488568227952,0.024199327237667382,0.009351815939537335,0,低,0.9664488568227952,0,4.2,0.4135049669782723,0.11920292202211755,0.9333333333333332,1.0,0.28905049737499605,1.0,0.4166666666666667,0.9333333333333332,False
F141,苹果,1,中,1816.4,5.5,1.83,23.9,76,11.7,5.3,31,1.7,2,3.5,2,62.01,0.06087025292833541,0.879081923259592,0.06004782381207254,1,中,0.879081923259592,1,5.5,0.44332650439819676,0.18242552380635635,0.8833333333333333,1.0,0.320821300824607,0.9977802450856064,0.35335689045936397,0.8833333333333333,False
F142,梨,3,高,2138.4,11.4,2.85,26.4,81,18.6,4.1,35,2.1,5,6.4,3,76.26,0.012964667970741695,0.040672157925673184,0.9463631741035852,2,高,0.9463631741035852,2,11.4,0.5916396627867122,0.5,0.6833333333333333,0.8971428571428571,0.6681877721681662,0.9231163463866358,0.2597402597402597,0.6833333333333333,True
F143,柑橘,0,低,1359.6,0.5,0.25,20.6,66,2.8,7.8,26,1.0,0,0.5,1,21.84,0.9659843890364841,0.02461221067525955,0.009403400288256434,0,低,0.9659843890364841,0,0.5,0.4067880090215525,0.07585818002124355,1.0,1.0,0.09534946489910949,0.835270211411272,0.8,1.0,False
F144,桃,0,低,1604.6,1.7,0.85,22.6,71,7.7,6.6,29,1.3,0,1.7,1,50.82,0.9705424740498053,0.020009754864216727,0.009447771085978034,0,低,0.9705424740498053,0,1.7,0.399931317417808,0.07585818002124355,1.0,1.0,0.16110894957658525,0.9650691177896804,0.5405405405405405,1.0,False
F145,苹果,2,中,2038.2,9.0,2.25,25.8,79,15.7,4.6,34,1.9,4,5.0,3,72.22,0.013059312332769026,0.9740154027006936,0.01292528496653741,1,中,0.9740154027006936,1,9.0,0.5430359296862426,0.3775406687981454,0.7666666666666666,0.98,0.5,0.9650691177896804,0.3076923076923077,0.7666666666666666,False
F146,梨,1,低,1783.4,3.7,1.23,24.1,74,9.9,6.0,30,1.5,1,2.7,2,59.4,0.9684115106910433,0.022217681802924077,0.00937080750603286,0,低,0.9684115106910433,0,3.7,0.42429145633471327,0.11920292202211755,1.0,1.0,0.24048908305088898,0.9977802450856064,0.4484304932735426,1.0,False
F147,柑橘,3,高,2293.2,14.6,2.92,27.3,84,21.1,3.7,37,2.3,7,7.6,4,78.07,0.009758483298530773,0.029298885354490406,0.9609426313469788,2,高,0.9609426313469788,2,14.6,0.7129825946465993,0.7310585786300049,0.6166666666666667,0.8257142857142856,0.7858349830425586,0.835270211411272,0.25510204081632654,0.6166666666666667,True
F148,桃,0,低,1497.3,1.2,0.6,21.7,69,5.1,7.1,28,1.2,0,1.2,1,36.21,0.971064135368376,0.019539389075425823,0.009396475556198127,0,低,0.971064135368376,0,1.2,0.4021722026315104,0.07585818002124355,1.0,1.0,0.13010847436299786,0.9231163463866358,0.625,1.0,False
F149,苹果,3,高,2397.0,16.2,3.24,28.2,85,22.9,3.4,38,2.4,8,8.2,4,77.86,0.009844017800235867,0.020790551261395868,0.9693654309383682,2,高,0.9693654309383682,2,16.2,0.750168459143727,0.8175744761936437,0.5666666666666667,0.7742857142857144,0.8320183851339245,0.8007374029168081,0.23584905660377356,0.5666666666666667,True
F150,梨,1,低,1670.4,3.2,1.07,23.2,72,8.3,6.3,29,1.4,1,2.2,2,52.29,0.9690768260461342,0.021608968868268665,0.009314205085597035,0,低,0.9690768260461342,0,3.2,0.42519947445345485,0.11920292202211755,1.0,1.0,0.19781611144141825,0.9801986733067553,0.48309178743961345,1.0,False
F151,柑橘,2,中,1996.8,7.5,2.5,25.6,78,14.6,4.8,33,1.8,3,4.5,2,70.08,0.013059312332769026,0.9740154027006936,0.01292528496653741,1,中,0.9740154027006936,1,7.5,0.4823534754288082,0.2689414213699951,0.7999999999999999,1.0,0.43782349911420193,0.9801986733067553,0.2857142857142857,0.7999999999999999,False
F152,桃,0,低,1358.5,0.4,0.2,20.9,65,2.4,7.9,25,0.9,0,0.4,1,18.96,0.9705424740498053,0.020009754864216727,0.009447771085978034,0,低,0.9705424740498053,0,0.4,0.4071279916798929,0.07585818002124355,1.0,1.0,0.09112296101485616,0.8007374029168081,0.8333333333333334,1.0,False
F153,苹果,1,低,1837.5,4.0,1.33,24.5,75,11.1,5.7,31,1.6,1,3.0,2,63.27,0.9705535565984498,0.020198219984171657,0.009248223417378522,0,低,0.9705535565984498,0,4.0,0.4164085916760201,0.11920292202211755,0.9500000000000001,1.0,0.2689414213699951,1.0,0.4291845493562232,0.9500000000000001,False
F154,梨,3,高,2282.5,13.2,3.3,27.5,83,20.9,3.8,37,2.2,6,7.2,3,79.42,0.009917829046555337,0.022217416179435845,0.9678647547740088,2,高,0.9678647547740088,2,13.2,0.6481580696634183,0.6224593312018546,0.6333333333333333,0.8314285714285714,0.7502601055951177,0.8674284731834108,0.23255813953488372,0.6333333333333333,True
F155,柑橘,0,低,1554.0,1.6,0.8,22.2,70,7.0,6.8,28,1.2,0,1.6,1,47.6,0.9658613564573703,0.024792512534315695,0.009346131008314043,0,低,0.9658613564573703,0,1.6,0.39997669229021177,0.07585818002124355,1.0,1.0,0.1544652650835347,0.9459594689067654,0.5555555555555556,1.0,False
F156,桃,2,中,2120.0,10.8,2.7,26.5,80,17.4,4.2,35,2.0,5,5.8,3,73.08,0.013095011726040122,0.9737464983364927,0.01315848993746701,1,中,0.9737464983364927,1,10.8,0.6005553492858783,0.5,0.7,0.9314285714285715,0.598687660112452,0.9459594689067654,0.27027027027027023,0.7,True
F157,苹果,0,低,1489.2,1.0,0.5,21.9,68,4.8,7.2,27,1.1,0,1.0,1,34.56,0.9706242846179829,0.019859667006955208,0.009516048375062038,0,低,0.9706242846179829,0,1.0,0.40310845124197325,0.07585818002124355,1.0,1.0,0.11920292202211755,0.8968300597468688,0.6666666666666666,1.0,False
F158,梨,2,中,1940.4,5.9,1.97,25.2,77,13.6,5.0,32,1.7,2,3.9,2,68.0,0.013059312332769026,0.9740154027006936,0.01292528496653741,1,中,0.9740154027006936,1,5.9,0.435283544175956,0.18242552380635635,0.8333333333333334,1.0,0.36586440898919936,0.9911505004882849,0.3367003367003367,0.8333333333333334,False
F159,柑橘,1,低,1715.5,3.6,1.2,23.5,73,9.1,5.8,30,1.5,1,2.6,2,52.78,0.9642148243414134,0.026399001244115157,0.009386174414471543,0,低,0.9642148243414134,0,3.6,0.41957789392135053,0.11920292202211755,0.9666666666666667,1.0,0.23147521650098238,0.9911505004882849,0.45454545454545453,0.9666666666666667,False
F160,桃,3,高,2451.0,17.5,3.5,28.5,86,23.5,3.2,39,2.5,9,8.5,4,75.2,0.010036954609378543,0.021148485194153376,0.968814560196468,2,高,0.968814560196468,2,17.5,0.7806987484847386,0.8807970779778823,0.5333333333333334,0.7571428571428571,0.8519528019683106,0.7642281651714904,0.2222222222222222,0.5333333333333334,True
F161,苹果,2,中,2154.6,11.5,2.88,26.6,81,18.4,4.0,36,2.1,5,6.5,3,73.6,0.01577107931694024,0.9119561847567824,0.07227273592627728,1,中,0.9119561847567824,1,11.5,0.5900735363714591,0.5,0.6666666666666667,0.9028571428571429,0.679178699175393,0.9231163463866358,0.2577319587628866,0.6666666666666667,True
F162,梨,0,低,1372.8,0.8,0.4,20.8,66,3.1,7.5,26,1.0,0,0.8,1,23.25,0.9710499491592148,0.01969709739148455,0.009252953449300478,0,低,0.9710499491592148,0,0.8,0.4032236331770079,0.07585818002124355,1.0,1.0,0.10909682119561294,0.835270211411272,0.7142857142857143,1.0,False
F163,柑橘,1,中,1822.5,5.4,1.8,24.3,75,12.0,5.3,31,1.6,2,3.4,2,63.6,0.04191380888843619,0.9166025425004002,0.04148364861116368,1,中,0.9166025425004002,1,5.4,0.4435509949541434,0.18242552380635635,0.8833333333333333,1.0,0.31002551887238755,1.0,0.35714285714285715,0.8833333333333333,False
F164,桃,0,低,1625.9,2.0,1.0,22.9,71,8.0,6.5,29,1.3,0,2.0,1,52.0,0.9716210565993083,0.019040284644838312,0.00933865875585349,0,低,0.9716210565993083,0,2.0,0.39824574734102636,0.07585818002124355,1.0,1.0,0.18242552380635635,0.9650691177896804,0.5,1.0,False
